country,date_month_string,positive_per_country,neutral_per_country,negative_per_country,positive_rate_per_country,neutral_rate_per_country,negative_rate_per_country,date_month_number,positive_globally,neutral_globally,negative_globally,positive_rate_globally,neutral_rate_globally,negative_rate_globally
Fiji,2021-08,2,0,0,1,0,0,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Fiji,2021-09,3,6,0,0.3333333333333333,0.6666666666666666,0,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Fiji,2021-10,0,3,0,0,1,0,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Fiji,2021-11,2,1,0,0.6666666666666666,0.3333333333333333,0,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
Finland,2021-02,1,0,0,1,0,0,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Finland,2021-03,3,8,1,0.25,0.6666666666666666,0.08333333333333333,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Finland,2021-04,2,1,2,0.4,0.2,0.4,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Finland,2021-05,2,2,0,0.5,0.5,0,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Finland,2021-06,0,7,1,0,0.875,0.125,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Finland,2021-07,2,4,0,0.3333333333333333,0.6666666666666666,0,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Finland,2021-08,5,4,0,0.5555555555555556,0.4444444444444444,0,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Finland,2021-09,1,0,1,0.5,0,0.5,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Finland,2021-10,4,2,1,0.5714285714285714,0.2857142857142857,0.14285714285714285,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Finland,2021-11,0,1,2,0,0.3333333333333333,0.6666666666666666,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
France,2020-12,8,9,1,0.4444444444444444,0.5,0.05555555555555555,1,330,274,117,0.4576976421636616,0.3800277392510402,0.1622746185852982
France,2021-01,6,6,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,446,283,230,0.46506777893639206,0.29509906152241916,0.23983315954118875
France,2021-02,28,18,12,0.4827586206896552,0.3103448275862069,0.20689655172413793,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
France,2021-03,28,34,18,0.35,0.425,0.225,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
France,2021-04,21,37,12,0.3,0.5285714285714286,0.17142857142857143,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
France,2021-05,29,20,2,0.5686274509803921,0.39215686274509803,0.0392156862745098,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
France,2021-06,24,25,6,0.43636363636363634,0.45454545454545453,0.10909090909090909,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
France,2021-07,10,11,5,0.38461538461538464,0.4230769230769231,0.19230769230769232,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
France,2021-08,16,17,12,0.35555555555555557,0.37777777777777777,0.26666666666666666,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
France,2021-09,5,13,0,0.2777777777777778,0.7222222222222222,0,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
France,2021-10,7,7,6,0.35,0.35,0.3,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
France,2021-11,7,3,8,0.3888888888888889,0.16666666666666666,0.4444444444444444,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
Gabon,2021-02,1,0,0,1,0,0,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Gabon,2021-06,1,0,0,1,0,0,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Gambia,2021-03,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Gambia,2021-06,0,2,0,0,1,0,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Gambia,2021-07,1,2,0,0.3333333333333333,0.6666666666666666,0,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Gambia,2021-08,0,1,0,0,1,0,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Germany,2020-12,6,2,2,0.6,0.2,0.2,1,330,274,117,0.4576976421636616,0.3800277392510402,0.1622746185852982
Germany,2021-01,9,2,0,0.8181818181818182,0.18181818181818182,0,2,446,283,230,0.46506777893639206,0.29509906152241916,0.23983315954118875
Germany,2021-02,20,15,19,0.37037037037037035,0.2777777777777778,0.35185185185185186,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Germany,2021-03,51,22,19,0.5543478260869565,0.2391304347826087,0.20652173913043478,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Germany,2021-04,35,38,13,0.4069767441860465,0.4418604651162791,0.1511627906976744,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Germany,2021-05,23,21,11,0.41818181818181815,0.38181818181818183,0.2,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Germany,2021-06,23,31,12,0.3484848484848485,0.4696969696969697,0.18181818181818182,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Germany,2021-07,18,16,6,0.45,0.4,0.15,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Germany,2021-08,19,17,19,0.34545454545454546,0.3090909090909091,0.34545454545454546,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Germany,2021-09,14,6,2,0.6363636363636364,0.2727272727272727,0.09090909090909091,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Germany,2021-10,14,5,7,0.5384615384615384,0.19230769230769232,0.2692307692307692,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Germany,2021-11,7,8,3,0.3888888888888889,0.4444444444444444,0.16666666666666666,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
Ghana,2021-02,2,3,1,0.3333333333333333,0.5,0.16666666666666666,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Ghana,2021-03,8,3,1,0.6666666666666666,0.25,0.08333333333333333,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Ghana,2021-04,0,1,0,0,1,0,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Ghana,2021-05,1,3,0,0.25,0.75,0,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Ghana,2021-06,0,2,2,0,0.5,0.5,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Ghana,2021-07,1,4,0,0.2,0.8,0,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Ghana,2021-08,4,5,8,0.23529411764705882,0.29411764705882354,0.47058823529411764,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Ghana,2021-09,1,2,0,0.3333333333333333,0.6666666666666666,0,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Ghana,2021-10,0,2,0,0,1,0,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Ghana,2021-11,1,0,1,0.5,0,0.5,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
Gibraltar,2021-01,1,1,0,0.5,0.5,0,2,446,283,230,0.46506777893639206,0.29509906152241916,0.23983315954118875
Gibraltar,2021-03,1,0,1,0.5,0,0.5,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Gibraltar,2021-04,0,1,0,0,1,0,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Gibraltar,2021-05,2,1,0,0.6666666666666666,0.3333333333333333,0,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Gibraltar,2021-06,1,2,0,0.3333333333333333,0.6666666666666666,0,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Gibraltar,2021-09,1,0,0,1,0,0,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Gibraltar,2021-10,0,0,1,0,0,1,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Greece,2020-12,1,0,0,1,0,0,1,330,274,117,0.4576976421636616,0.3800277392510402,0.1622746185852982
Greece,2021-01,1,0,0,1,0,0,2,446,283,230,0.46506777893639206,0.29509906152241916,0.23983315954118875
Greece,2021-02,1,4,1,0.16666666666666666,0.6666666666666666,0.16666666666666666,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Greece,2021-03,4,6,4,0.2857142857142857,0.42857142857142855,0.2857142857142857,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Greece,2021-04,6,5,2,0.46153846153846156,0.38461538461538464,0.15384615384615385,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Greece,2021-05,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Greece,2021-06,4,1,4,0.4444444444444444,0.1111111111111111,0.4444444444444444,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Greece,2021-07,1,0,0,1,0,0,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Greece,2021-08,2,0,2,0.5,0,0.5,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Greece,2021-09,2,0,1,0.6666666666666666,0,0.3333333333333333,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Greece,2021-10,1,0,0,1,0,0,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Greece,2021-11,1,1,0,0.5,0.5,0,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
Greenland,2021-07,1,0,0,1,0,0,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Guatemala,2021-02,0,1,0,0,1,0,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Guatemala,2021-03,1,0,0,1,0,0,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Guatemala,2021-05,1,0,0,1,0,0,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Guatemala,2021-07,1,0,0,1,0,0,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Guatemala,2021-08,3,0,0,1,0,0,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Guatemala,2021-09,0,1,0,0,1,0,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Guatemala,2021-10,0,1,0,0,1,0,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Guatemala,2021-11,1,0,0,1,0,0,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
Guinea,2021-02,0,1,0,0,1,0,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Guinea,2021-07,0,1,0,0,1,0,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Guinea,2021-09,0,1,1,0,0.5,0.5,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Guinea,2021-10,0,2,0,0,1,0,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Guyana,2020-12,0,1,0,0,1,0,1,330,274,117,0.4576976421636616,0.3800277392510402,0.1622746185852982
Guyana,2021-02,0,3,2,0,0.6,0.4,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Guyana,2021-03,0,0,1,0,0,1,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Guyana,2021-04,1,0,1,0.5,0,0.5,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Guyana,2021-05,0,0,1,0,0,1,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Guyana,2021-06,0,4,0,0,1,0,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Guyana,2021-07,1,0,1,0.5,0,0.5,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Guyana,2021-11,1,0,0,1,0,0,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
Haiti,2021-03,1,1,0,0.5,0.5,0,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Haiti,2021-04,1,0,0,1,0,0,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Haiti,2021-06,0,1,0,0,1,0,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Haiti,2021-08,1,0,0,1,0,0,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Haiti,2021-09,0,1,0,0,1,0,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Honduras,2021-02,0,0,1,0,0,1,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Honduras,2021-05,1,1,0,0.5,0.5,0,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Honduras,2021-06,0,3,0,0,1,0,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Honduras,2021-07,1,0,0,1,0,0,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Honduras,2021-08,1,0,0,1,0,0,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Honduras,2021-10,1,0,0,1,0,0,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Hong Kong,2020-12,2,1,0,0.6666666666666666,0.3333333333333333,0,1,330,274,117,0.4576976421636616,0.3800277392510402,0.1622746185852982
Hong Kong,2021-01,0,1,2,0,0.3333333333333333,0.6666666666666666,2,446,283,230,0.46506777893639206,0.29509906152241916,0.23983315954118875
Hong Kong,2021-02,9,22,14,0.2,0.4888888888888889,0.3111111111111111,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Hong Kong,2021-03,24,22,36,0.2926829268292683,0.2682926829268293,0.43902439024390244,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Hong Kong,2021-04,13,14,14,0.3170731707317073,0.34146341463414637,0.34146341463414637,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Hong Kong,2021-05,7,7,14,0.25,0.25,0.5,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Hong Kong,2021-06,15,17,13,0.3333333333333333,0.37777777777777777,0.28888888888888886,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Hong Kong,2021-07,5,11,7,0.21739130434782608,0.4782608695652174,0.30434782608695654,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Hong Kong,2021-08,20,26,12,0.3448275862068966,0.4482758620689655,0.20689655172413793,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Hong Kong,2021-09,4,12,5,0.19047619047619047,0.5714285714285714,0.23809523809523808,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Hong Kong,2021-10,11,5,1,0.6470588235294118,0.29411764705882354,0.058823529411764705,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Hong Kong,2021-11,0,2,3,0,0.4,0.6,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
Hungary,2021-01,1,2,1,0.25,0.5,0.25,2,446,283,230,0.46506777893639206,0.29509906152241916,0.23983315954118875
Hungary,2021-02,2,6,0,0.25,0.75,0,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Hungary,2021-03,0,5,5,0,0.5,0.5,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Hungary,2021-04,4,4,0,0.5,0.5,0,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Hungary,2021-05,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Hungary,2021-06,1,1,0,0.5,0.5,0,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Hungary,2021-07,1,0,3,0.25,0,0.75,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Hungary,2021-08,1,3,0,0.25,0.75,0,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Hungary,2021-09,0,1,0,0,1,0,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Hungary,2021-10,1,0,0,1,0,0,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Hungary,2021-11,0,1,0,0,1,0,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
Iceland,2020-12,0,1,0,0,1,0,1,330,274,117,0.4576976421636616,0.3800277392510402,0.1622746185852982
Iceland,2021-03,2,1,0,0.6666666666666666,0.3333333333333333,0,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Iceland,2021-04,1,0,0,1,0,0,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Iceland,2021-05,1,0,0,1,0,0,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Iceland,2021-06,0,1,0,0,1,0,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Iceland,2021-07,1,1,0,0.5,0.5,0,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Iceland,2021-09,1,0,0,1,0,0,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
India,2020-12,30,34,16,0.375,0.425,0.2,1,330,274,117,0.4576976421636616,0.3800277392510402,0.1622746185852982
India,2021-01,32,24,38,0.3404255319148936,0.2553191489361702,0.40425531914893614,2,446,283,230,0.46506777893639206,0.29509906152241916,0.23983315954118875
India,2021-02,141,147,80,0.38315217391304346,0.39945652173913043,0.21739130434782608,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
India,2021-03,960,968,306,0.4297224709042077,0.4333034914950761,0.1369740376007162,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
India,2021-04,1314,1002,589,0.4523235800344234,0.3449225473321859,0.2027538726333907,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
India,2021-05,1159,1417,503,0.3764209158817798,0.46021435531016563,0.16336472880805455,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
India,2021-06,1761,1573,792,0.42680562287930196,0.3812409112942317,0.1919534658264663,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
India,2021-07,554,1425,187,0.25577100646352724,0.6578947368421053,0.08633425669436749,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
India,2021-08,1013,1161,226,0.4220833333333333,0.48375,0.09416666666666666,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
India,2021-09,829,780,211,0.4554945054945055,0.42857142857142855,0.11593406593406594,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
India,2021-10,1109,558,259,0.57580477673935615,0.2897196261682243,0.13447559709241952,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
India,2021-11,846,210,181,0.6839126919967664,0.16976556184316896,0.1463217461600647,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
Indonesia,2020-12,0,1,0,0,1,0,1,330,274,117,0.4576976421636616,0.3800277392510402,0.1622746185852982
Indonesia,2021-02,6,11,0,0.35294117647058826,0.6470588235294118,0,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Indonesia,2021-03,8,12,1,0.38095238095238093,0.5714285714285714,0.047619047619047616,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Indonesia,2021-04,3,4,0,0.42857142857142855,0.5714285714285714,0,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Indonesia,2021-05,2,5,0,0.2857142857142857,0.7142857142857143,0,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Indonesia,2021-06,9,13,3,0.36,0.52,0.12,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Indonesia,2021-07,7,12,1,0.35,0.6,0.05,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Indonesia,2021-08,13,12,3,0.4642857142857143,0.42857142857142855,0.10714285714285714,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Indonesia,2021-09,4,5,2,0.36363636363636365,0.45454545454545453,0.18181818181818182,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Indonesia,2021-10,2,3,1,0.3333333333333333,0.5,0.16666666666666666,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Indonesia,2021-11,4,1,1,0.6666666666666666,0.16666666666666666,0.16666666666666666,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
Iraq,2021-02,0,1,0,0,1,0,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Iraq,2021-03,0,4,0,0,1,0,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Iraq,2021-04,1,2,0,0.3333333333333333,0.6666666666666666,0,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Iraq,2021-05,0,1,0,0,1,0,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Iraq,2021-06,1,0,0,1,0,0,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Iraq,2021-07,1,1,0,0.5,0.5,0,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Iraq,2021-08,0,3,0,0,1,0,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Ireland,2020-12,8,4,2,0.5714285714285714,0.2857142857142857,0.14285714285714285,1,330,274,117,0.4576976421636616,0.3800277392510402,0.1622746185852982
Ireland,2021-01,54,19,9,0.6585365853658537,0.23170731707317074,0.10975609756097561,2,446,283,230,0.46506777893639206,0.29509906152241916,0.23983315954118875
Ireland,2021-02,26,36,7,0.37681159420289856,0.5217391304347826,0.10144927536231885,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Ireland,2021-03,31,70,18,0.2605042016806723,0.5882352941176471,0.15126050420168066,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Ireland,2021-04,17,32,9,0.29310344827586204,0.5517241379310345,0.15517241379310345,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Ireland,2021-05,17,25,6,0.3541666666666667,0.5208333333333334,0.125,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Ireland,2021-06,26,39,7,0.3611111111111111,0.5416666666666666,0.09722222222222222,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Ireland,2021-07,14,33,10,0.24561403508771928,0.5789473684210527,0.17543859649122806,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Ireland,2021-08,12,42,5,0.2033898305084746,0.711864406779661,0.0847457627118644,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Ireland,2021-09,0,33,0,0,1,0,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Ireland,2021-10,5,28,4,0.13513513513513514,0.7567567567567568,0.10810810810810811,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Ireland,2021-11,2,17,2,0.09523809523809523,0.8095238095238095,0.09523809523809523,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
Isle of Man,2021-03,3,4,1,0.375,0.5,0.125,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Isle of Man,2021-04,0,0,1,0,0,1,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Isle of Man,2021-05,1,0,0,1,0,0,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Isle of Man,2021-06,0,1,1,0,0.5,0.5,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Israel,2020-12,4,11,0,0.26666666666666666,0.7333333333333333,0,1,330,274,117,0.4576976421636616,0.3800277392510402,0.1622746185852982
Israel,2021-01,3,2,1,0.5,0.3333333333333333,0.16666666666666666,2,446,283,230,0.46506777893639206,0.29509906152241916,0.23983315954118875
Israel,2021-02,4,10,8,0.18181818181818182,0.45454545454545453,0.36363636363636365,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Israel,2021-03,7,6,5,0.3888888888888889,0.3333333333333333,0.2777777777777778,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Israel,2021-04,2,5,3,0.2,0.5,0.3,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Israel,2021-05,1,0,0,1,0,0,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Israel,2021-06,2,4,1,0.2857142857142857,0.5714285714285714,0.14285714285714285,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Israel,2021-07,1,8,1,0.1,0.8,0.1,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
Israel,2021-08,4,8,4,0.25,0.5,0.25,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Israel,2021-09,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Israel,2021-10,6,2,1,0.6666666666666666,0.2222222222222222,0.1111111111111111,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Israel,2021-11,3,0,1,0.75,0,0.25,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
Italy,2020-12,4,3,1,0.5,0.375,0.125,1,330,274,117,0.4576976421636616,0.3800277392510402,0.1622746185852982
Italy,2021-01,1,0,1,0.5,0,0.5,2,446,283,230,0.46506777893639206,0.29509906152241916,0.23983315954118875
Italy,2021-02,7,8,2,0.4117647058823529,0.47058823529411764,0.11764705882352941,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Italy,2021-03,23,20,9,0.4423076923076923,0.38461538461538464,0.17307692307692307,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Italy,2021-04,7,6,3,0.4375,0.375,0.1875,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Italy,2021-05,4,1,2,0.5714285714285714,0.14285714285714285,0.2857142857142857,6,2594,2705,1190,0.3997534288796425,0.41685930035444596,0.18338727076591155
Italy,2021-06,7,6,4,0.4117647058823529,0.35294117647058826,0.23529411764705882,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Italy,2021-07,1,3,5,0.1111111111111111,0.3333333333333333,0.5555555555555556,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
