country,date_month_string,positive_per_country,neutral_per_country,negative_per_country,positive_rate_per_country,neutral_rate_per_country,negative_rate_per_country,date_month_number,positive_globally,neutral_globally,negative_globally,positive_rate_globally,neutral_rate_globally,negative_rate_globally
El Salvador,2021-08,0,1,0,0,1,0,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Equatorial Guinea,2021-03,0,1,0,0,1,0,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Eritrea,2021-08,0,1,0,0,1,0,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Estonia,2021-02,0,0,1,0,0,1,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Estonia,2021-03,2,0,0,1,0,0,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Estonia,2021-04,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Estonia,2021-06,1,0,0,1,0,0,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Estonia,2021-08,0,0,1,0,0,1,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Estonia,2021-09,1,0,0,1,0,0,10,1890,1834,769,0.420654351212998,0.4081905185844647,0.17115513020253728
Estonia,2021-11,1,0,0,1,0,0,12,1643,835,684,0.5196078431372549,0.2640733712839975,0.21631878557874762
Ethiopia,2021-01,0,0,1,0,0,1,2,446,283,230,0.46506777893639206,0.29509906152241916,0.23983315954118875
Ethiopia,2021-02,2,1,2,0.4,0.2,0.4,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Ethiopia,2021-03,1,1,0,0.5,0.5,0,4,4144,4110,2025,0.4031520575931511,0.3998443428349061,0.1970035995719428
Ethiopia,2021-04,6,0,0,1,0,0,5,4253,3622,2687,0.40266994887331947,0.3429274758568453,0.2544025752698353
Ethiopia,2021-08,1,1,0,0.5,0.5,0,9,3099,3247,1801,0.38038541794525593,0.3985516140910765,0.22106296796366762
Ethiopia,2021-10,1,1,0,0.5,0.5,0,11,2320,1504,825,0.499032049903205,0.3235104323510432,0.17745751774575177
Fiji,2021-02,1,0,0,1,0,0,3,1610,1435,735,0.42592592592592593,0.37962962962962965,0.19444444444444445
Fiji,2021-06,0,2,1,0,0.6666666666666666,0.3333333333333333,7,3857,3515,1710,0.4246861924686193,0.38702928870292885,0.18828451882845187
Fiji,2021-07,7,4,0,0.6363636363636364,0.36363636363636365,0,8,1908,2802,801,0.3462166575939031,0.5084376701143168,0.14534567229178008
