country,date_month_string,positive_per_country,neutral_per_country,negative_per_country,positive_rate_per_country,neutral_rate_per_country,negative_rate_per_country,date_month_number,positive_globally,neutral_globally,negative_globally,positive_rate_globally,neutral_rate_globally,negative_rate_globally
Azerbaijan,2021-09,1,1,0,0.5,0.5,0,10,1864,1874,755,0.41486757177832184,0.4170932561762742,0.16803917204540397
Azerbaijan,2021-11,0,0,28,0,0,1,12,1598,894,670,0.5053763440860215,0.2827324478178368,0.21189120809614168
Bahamas,2021-03,1,0,0,1,0,0,4,4090,4211,1978,0.3978986282712326,0.4096702013814573,0.19243117034731005
Bahrain,2021-01,0,0,1,0,0,1,2,440,293,226,0.45881126173096975,0.30552659019812306,0.23566214807090718
Bahrain,2021-02,1,1,2,0.25,0.25,0.5,3,1569,1493,718,0.4150793650793651,0.394973544973545,0.18994708994708995
Bahrain,2021-03,2,7,1,0.2,0.7,0.1,4,4090,4211,1978,0.3978986282712326,0.4096702013814573,0.19243117034731005
Bahrain,2021-04,2,1,1,0.5,0.25,0.25,5,4177,3749,2636,0.3954743419806855,0.3549517136905889,0.24957394432872562
Bahrain,2021-05,2,2,0,0.5,0.5,0,6,2542,2787,1160,0.3917398674680228,0.4294960702727693,0.17876406225920788
Bahrain,2021-06,3,8,3,0.21428571428571427,0.5714285714285714,0.21428571428571427,7,3770,3637,1675,0.4151068046685752,0.40046245320414003,0.18443074212728475
Bahrain,2021-07,0,1,0,0,1,0,8,1886,2835,790,0.3422246416258392,0.5144256940664126,0.14334966430774815
Bahrain,2021-08,3,3,1,0.42857142857142855,0.42857142857142855,0.14285714285714285,9,3054,3312,1781,0.3748619123603781,0.4065300110470112,0.21860807659261078
Bahrain,2021-09,1,0,0,1,0,0,10,1864,1874,755,0.41486757177832184,0.4170932561762742,0.16803917204540397
Bahrain,2021-11,3,0,1,0.75,0,0.25,12,1598,894,670,0.5053763440860215,0.2827324478178368,0.21189120809614168
Bangladesh,2020-12,1,1,0,0.5,0.5,0,1,325,281,115,0.4507628294036061,0.3897364771151179,0.15950069348127602
Bangladesh,2021-01,2,2,1,0.4,0.4,0.2,2,440,293,226,0.45881126173096975,0.30552659019812306,0.23566214807090718
Bangladesh,2021-02,7,7,0,0.5,0.5,0,3,1569,1493,718,0.4150793650793651,0.394973544973545,0.18994708994708995
Bangladesh,2021-03,9,10,7,0.34615384615384615,0.38461538461538464,0.2692307692307692,4,4090,4211,1978,0.3978986282712326,0.4096702013814573,0.19243117034731005
Bangladesh,2021-04,10,18,2,0.3333333333333333,0.6,0.06666666666666667,5,4177,3749,2636,0.3954743419806855,0.3549517136905889,0.24957394432872562
Bangladesh,2021-05,10,11,2,0.43478260869565216,0.4782608695652174,0.08695652173913043,6,2542,2787,1160,0.3917398674680228,0.4294960702727693,0.17876406225920788
Bangladesh,2021-06,22,26,9,0.38596491228070173,0.45614035087719296,0.15789473684210525,7,3770,3637,1675,0.4151068046685752,0.40046245320414003,0.18443074212728475
Bangladesh,2021-07,15,30,2,0.3191489361702128,0.6382978723404256,0.0425531914893617,8,1886,2835,790,0.3422246416258392,0.5144256940664126,0.14334966430774815
Bangladesh,2021-08,41,71,6,0.3474576271186441,0.6016949152542372,0.05084745762711865,9,3054,3312,1781,0.3748619123603781,0.4065300110470112,0.21860807659261078
Bangladesh,2021-09,35,34,3,0.4861111111111111,0.4722222222222222,0.041666666666666664,10,1864,1874,755,0.41486757177832184,0.4170932561762742,0.16803917204540397
Bangladesh,2021-10,15,9,2,0.5769230769230769,0.34615384615384615,0.07692307692307693,11,2288,1564,797,0.49214884921488494,0.33641643364164336,0.17143471714347172
Bangladesh,2021-11,7,13,4,0.2916666666666667,0.5416666666666666,0.16666666666666666,12,1598,894,670,0.5053763440860215,0.2827324478178368,0.21189120809614168
Barbados,2021-02,2,0,0,1,0,0,3,1569,1493,718,0.4150793650793651,0.394973544973545,0.18994708994708995
Barbados,2021-06,1,0,0,1,0,0,7,3770,3637,1675,0.4151068046685752,0.40046245320414003,0.18443074212728475
Barbados,2021-07,0,1,0,0,1,0,8,1886,2835,790,0.3422246416258392,0.5144256940664126,0.14334966430774815
Barbados,2021-08,0,2,0,0,1,0,9,3054,3312,1781,0.3748619123603781,0.4065300110470112,0.21860807659261078
Barbados,2021-09,0,0,1,0,0,1,10,1864,1874,755,0.41486757177832184,0.4170932561762742,0.16803917204540397
Belarus,2021-03,0,1,0,0,1,0,4,4090,4211,1978,0.3978986282712326,0.4096702013814573,0.19243117034731005
Belarus,2021-04,1,0,0,1,0,0,5,4177,3749,2636,0.3954743419806855,0.3549517136905889,0.24957394432872562
Belarus,2021-06,2,0,1,0.6666666666666666,0,0.3333333333333333,7,3770,3637,1675,0.4151068046685752,0.40046245320414003,0.18443074212728475
Belarus,2021-09,0,1,0,0,1,0,10,1864,1874,755,0.41486757177832184,0.4170932561762742,0.16803917204540397
Belgium,2020-12,3,4,1,0.375,0.5,0.125,1,325,281,115,0.4507628294036061,0.3897364771151179,0.15950069348127602
Belgium,2021-01,2,6,0,0.25,0.75,0,2,440,293,226,0.45881126173096975,0.30552659019812306,0.23566214807090718
Belgium,2021-02,22,13,9,0.5,0.29545454545454547,0.20454545454545456,3,1569,1493,718,0.4150793650793651,0.394973544973545,0.18994708994708995
Belgium,2021-03,15,19,12,0.32608695652173914,0.41304347826086957,0.2608695652173913,4,4090,4211,1978,0.3978986282712326,0.4096702013814573,0.19243117034731005
Belgium,2021-04,6,12,6,0.25,0.5,0.25,5,4177,3749,2636,0.3954743419806855,0.3549517136905889,0.24957394432872562
Belgium,2021-05,6,2,2,0.6,0.2,0.2,6,2542,2787,1160,0.3917398674680228,0.4294960702727693,0.17876406225920788
Belgium,2021-06,14,15,1,0.4666666666666667,0.5,0.03333333333333333,7,3770,3637,1675,0.4151068046685752,0.40046245320414003,0.18443074212728475
Belgium,2021-07,9,1,0,0.9,0.1,0,8,1886,2835,790,0.3422246416258392,0.5144256940664126,0.14334966430774815
Belgium,2021-08,9,5,2,0.5625,0.3125,0.125,9,3054,3312,1781,0.3748619123603781,0.4065300110470112,0.21860807659261078
Belgium,2021-09,16,7,3,0.6153846153846154,0.2692307692307692,0.11538461538461539,10,1864,1874,755,0.41486757177832184,0.4170932561762742,0.16803917204540397
Belgium,2021-10,3,1,0,0.75,0.25,0,11,2288,1564,797,0.49214884921488494,0.33641643364164336,0.17143471714347172
Belgium,2021-11,2,3,2,0.2857142857142857,0.42857142857142855,0.2857142857142857,12,1598,894,670,0.5053763440860215,0.2827324478178368,0.21189120809614168
Benin,2021-06,4,0,0,1,0,0,7,3770,3637,1675,0.4151068046685752,0.40046245320414003,0.18443074212728475
Benin,2021-08,0,1,0,0,1,0,9,3054,3312,1781,0.3748619123603781,0.4065300110470112,0.21860807659261078
Bermuda,2021-04,1,0,0,1,0,0,5,4177,3749,2636,0.3954743419806855,0.3549517136905889,0.24957394432872562
Bermuda,2021-06,1,5,0,0.16666666666666666,0.8333333333333334,0,7,3770,3637,1675,0.4151068046685752,0.40046245320414003,0.18443074212728475
Bermuda,2021-08,1,1,0,0.5,0.5,0,9,3054,3312,1781,0.3748619123603781,0.4065300110470112,0.21860807659261078
Bhutan,2021-06,0,0,1,0,0,1,7,3770,3637,1675,0.4151068046685752,0.40046245320414003,0.18443074212728475
Bhutan,2021-07,3,7,0,0.3,0.7,0,8,1886,2835,790,0.3422246416258392,0.5144256940664126,0.14334966430774815
Bosnia and Herzegovina,2021-03,2,1,0,0.6666666666666666,0.3333333333333333,0,4,4090,4211,1978,0.3978986282712326,0.4096702013814573,0.19243117034731005
Bosnia and Herzegovina,2021-04,1,1,0,0.5,0.5,0,5,4177,3749,2636,0.3954743419806855,0.3549517136905889,0.24957394432872562
Bosnia and Herzegovina,2021-08,1,0,0,1,0,0,9,3054,3312,1781,0.3748619123603781,0.4065300110470112,0.21860807659261078
Bosnia and Herzegovina,2021-11,0,0,1,0,0,1,12,1598,894,670,0.5053763440860215,0.2827324478178368,0.21189120809614168
Botswana,2020-12,1,0,0,1,0,0,1,325,281,115,0.4507628294036061,0.3897364771151179,0.15950069348127602
Botswana,2021-01,1,0,0,1,0,0,2,440,293,226,0.45881126173096975,0.30552659019812306,0.23566214807090718
Botswana,2021-03,0,2,0,0,1,0,4,4090,4211,1978,0.3978986282712326,0.4096702013814573,0.19243117034731005
Botswana,2021-06,1,1,0,0.5,0.5,0,7,3770,3637,1675,0.4151068046685752,0.40046245320414003,0.18443074212728475
Botswana,2021-07,0,0,1,0,0,1,8,1886,2835,790,0.3422246416258392,0.5144256940664126,0.14334966430774815
Botswana,2021-08,0,2,0,0,1,0,9,3054,3312,1781,0.3748619123603781,0.4065300110470112,0.21860807659261078
Botswana,2021-10,1,0,0,1,0,0,11,2288,1564,797,0.49214884921488494,0.33641643364164336,0.17143471714347172
Brazil,2021-02,1,0,0,1,0,0,3,1569,1493,718,0.4150793650793651,0.394973544973545,0.18994708994708995
Brazil,2021-03,4,2,4,0.4,0.2,0.4,4,4090,4211,1978,0.3978986282712326,0.4096702013814573,0.19243117034731005
Brazil,2021-04,2,0,0,1,0,0,5,4177,3749,2636,0.3954743419806855,0.3549517136905889,0.24957394432872562
Brazil,2021-05,0,0,2,0,0,1,6,2542,2787,1160,0.3917398674680228,0.4294960702727693,0.17876406225920788
Brazil,2021-06,4,1,5,0.4,0.1,0.5,7,3770,3637,1675,0.4151068046685752,0.40046245320414003,0.18443074212728475
Brazil,2021-07,1,3,3,0.14285714285714285,0.42857142857142855,0.42857142857142855,8,1886,2835,790,0.3422246416258392,0.5144256940664126,0.14334966430774815
Brazil,2021-08,0,1,0,0,1,0,9,3054,3312,1781,0.3748619123603781,0.4065300110470112,0.21860807659261078
Brazil,2021-09,0,1,2,0,0.3333333333333333,0.6666666666666666,10,1864,1874,755,0.41486757177832184,0.4170932561762742,0.16803917204540397
Brazil,2021-11,0,1,0,0,1,0,12,1598,894,670,0.5053763440860215,0.2827324478178368,0.21189120809614168
Bulgaria,2020-12,1,0,0,1,0,0,1,325,281,115,0.4507628294036061,0.3897364771151179,0.15950069348127602
Bulgaria,2021-02,1,31,1,0.030303030303030304,0.9393939393939394,0.030303030303030304,3,1569,1493,718,0.4150793650793651,0.394973544973545,0.18994708994708995
Bulgaria,2021-03,1,3,0,0.25,0.75,0,4,4090,4211,1978,0.3978986282712326,0.4096702013814573,0.19243117034731005
Bulgaria,2021-04,1,3,2,0.16666666666666666,0.5,0.3333333333333333,5,4177,3749,2636,0.3954743419806855,0.3549517136905889,0.24957394432872562
Bulgaria,2021-05,3,2,0,0.6,0.4,0,6,2542,2787,1160,0.3917398674680228,0.4294960702727693,0.17876406225920788
Bulgaria,2021-06,1,0,1,0.5,0,0.5,7,3770,3637,1675,0.4151068046685752,0.40046245320414003,0.18443074212728475
Bulgaria,2021-07,0,1,0,0,1,0,8,1886,2835,790,0.3422246416258392,0.5144256940664126,0.14334966430774815
Bulgaria,2021-09,0,2,0,0,1,0,10,1864,1874,755,0.41486757177832184,0.4170932561762742,0.16803917204540397
Bulgaria,2021-10,0,1,0,0,1,0,11,2288,1564,797,0.49214884921488494,0.33641643364164336,0.17143471714347172
Bulgaria,2021-11,1,0,0,1,0,0,12,1598,894,670,0.5053763440860215,0.2827324478178368,0.21189120809614168
Burkina Faso,2021-03,0,1,0,0,1,0,4,4090,4211,1978,0.3978986282712326,0.4096702013814573,0.19243117034731005
Burkina Faso,2021-10,1,0,0,1,0,0,11,2288,1564,797,0.49214884921488494,0.33641643364164336,0.17143471714347172
Burundi,2021-10,0,1,0,0,1,0,11,2288,1564,797,0.49214884921488494,0.33641643364164336,0.17143471714347172
Cambodia,2021-02,4,3,3,0.4,0.3,0.3,3,1569,1493,718,0.4150793650793651,0.394973544973545,0.18994708994708995
Cambodia,2021-03,7,28,2,0.1891891891891892,0.7567567567567568,0.05405405405405406,4,4090,4211,1978,0.3978986282712326,0.4096702013814573,0.19243117034731005
Cambodia,2021-04,3,14,0,0.17647058823529413,0.8235294117647058,0,5,4177,3749,2636,0.3954743419806855,0.3549517136905889,0.24957394432872562
Cambodia,2021-05,3,4,1,0.375,0.5,0.125,6,2542,2787,1160,0.3917398674680228,0.4294960702727693,0.17876406225920788
Cambodia,2021-06,3,7,2,0.25,0.5833333333333334,0.16666666666666666,7,3770,3637,1675,0.4151068046685752,0.40046245320414003,0.18443074212728475
Cambodia,2021-07,2,3,1,0.3333333333333333,0.5,0.16666666666666666,8,1886,2835,790,0.3422246416258392,0.5144256940664126,0.14334966430774815
Cambodia,2021-08,1,10,0,0.09090909090909091,0.9090909090909091,0,9,3054,3312,1781,0.3748619123603781,0.4065300110470112,0.21860807659261078
Cambodia,2021-09,1,4,0,0.2,0.8,0,10,1864,1874,755,0.41486757177832184,0.4170932561762742,0.16803917204540397
Cambodia,2021-10,0,3,0,0,1,0,11,2288,1564,797,0.49214884921488494,0.33641643364164336,0.17143471714347172
Cambodia,2021-11,1,0,1,0.5,0,0.5,12,1598,894,670,0.5053763440860215,0.2827324478178368,0.21189120809614168
Cameroon,2021-03,1,0,0,1,0,0,4,4090,4211,1978,0.3978986282712326,0.4096702013814573,0.19243117034731005
Cameroon,2021-04,1,4,0,0.2,0.8,0,5,4177,3749,2636,0.3954743419806855,0.3549517136905889,0.24957394432872562
Cameroon,2021-09,1,0,0,1,0,0,10,1864,1874,755,0.41486757177832184,0.4170932561762742,0.16803917204540397
Cameroon,2021-10,0,0,1,0,0,1,11,2288,1564,797,0.49214884921488494,0.33641643364164336,0.17143471714347172
Canada,2020-12,16,8,2,0.6153846153846154,0.3076923076923077,0.07692307692307693,1,325,281,115,0.4507628294036061,0.3897364771151179,0.15950069348127602
Canada,2021-01,31,15,25,0.43661971830985913,0.2112676056338028,0.352112676056338,2,440,293,226,0.45881126173096975,0.30552659019812306,0.23566214807090718
Canada,2021-02,68,71,81,0.3090909090909091,0.32272727272727275,0.36818181818181817,3,1569,1493,718,0.4150793650793651,0.394973544973545,0.18994708994708995
Canada,2021-03,101,349,436,0.11399548532731377,0.3939051918735892,0.49209932279909707,4,4090,4211,1978,0.3978986282712326,0.4096702013814573,0.19243117034731005
Canada,2021-04,170,261,849,0.1328125,0.20390625,0.66328125,5,4177,3749,2636,0.3954743419806855,0.3549517136905889,0.24957394432872562
Canada,2021-05,108,82,179,0.2926829268292683,0.2222222222222222,0.48509485094850946,6,2542,2787,1160,0.3917398674680228,0.4294960702727693,0.17876406225920788
Canada,2021-06,276,256,166,0.3954154727793696,0.3667621776504298,0.23782234957020057,7,3770,3637,1675,0.4151068046685752,0.40046245320414003,0.18443074212728475
Canada,2021-07,95,117,71,0.33568904593639576,0.4134275618374558,0.2508833922261484,8,1886,2835,790,0.3422246416258392,0.5144256940664126,0.14334966430774815
Canada,2021-08,84,181,125,0.2153846153846154,0.4641025641025641,0.32051282051282054,9,3054,3312,1781,0.3748619123603781,0.4065300110470112,0.21860807659261078
Canada,2021-09,45,37,76,0.2848101265822785,0.23417721518987342,0.4810126582278481,10,1864,1874,755,0.41486757177832184,0.4170932561762742,0.16803917204540397
Canada,2021-10,28,37,30,0.29473684210526313,0.3894736842105263,0.3157894736842105,11,2288,1564,797,0.49214884921488494,0.33641643364164336,0.17143471714347172
Canada,2021-11,19,20,12,0.37254901960784315,0.39215686274509803,0.23529411764705882,12,1598,894,670,0.5053763440860215,0.2827324478178368,0.21189120809614168
Cayman Islands,2021-02,1,0,0,1,0,0,3,1569,1493,718,0.4150793650793651,0.394973544973545,0.18994708994708995
Central African Republic,2021-07,5,0,0,1,0,0,8,1886,2835,790,0.3422246416258392,0.5144256940664126,0.14334966430774815
Chile,2020-12,1,3,1,0.2,0.6,0.2,1,325,281,115,0.4507628294036061,0.3897364771151179,0.15950069348127602
Chile,2021-01,0,1,1,0,0.5,0.5,2,440,293,226,0.45881126173096975,0.30552659019812306,0.23566214807090718
Chile,2021-02,2,5,0,0.2857142857142857,0.7142857142857143,0,3,1569,1493,718,0.4150793650793651,0.394973544973545,0.18994708994708995
Chile,2021-03,2,3,5,0.2,0.3,0.5,4,4090,4211,1978,0.3978986282712326,0.4096702013814573,0.19243117034731005
Chile,2021-04,3,3,1,0.42857142857142855,0.42857142857142855,0.14285714285714285,5,4177,3749,2636,0.3954743419806855,0.3549517136905889,0.24957394432872562
