country,date_month_string,positive_per_country,neutral_per_country,negative_per_country,positive_rate_per_country,neutral_rate_per_country,negative_rate_per_country,date_month_number,positive_globally,neutral_globally,negative_globally,positive_rate_globally,neutral_rate_globally,negative_rate_globally
India,2021-01,5,74,15,0.05319148936170213,0.7872340425531915,0.1595744680851064,2,191,678,90,0.1991657977059437,0.7069864442127216,0.09384775808133472
India,2021-02,37,323,8,0.10054347826086957,0.8777173913043478,0.021739130434782608,3,596,2994,190,0.15767195767195769,0.792063492063492,0.05026455026455026
India,2021-03,415,1756,63,0.18576544315129812,0.7860340196956133,0.02820053715308863,4,1741,7767,771,0.16937445276777896,0.7556182508026072,0.07500729642961378
India,2021-04,432,2363,110,0.1487091222030981,0.8134251290877796,0.0378657487091222,5,1631,8060,871,0.15442151107744745,0.7631130467714448,0.08246544215110775
India,2021-05,356,2626,97,0.11562195518025332,0.8528743098408574,0.03150373497888925,6,948,5191,350,0.14609338881183542,0.7999691786099553,0.05393743257820928
India,2021-06,605,3337,184,0.14663111972855064,0.8087736306349976,0.04459524963645177,7,1307,7305,470,0.14391103281215592,0.8043382514864568,0.05175071570138736
India,2021-07,195,1939,32,0.09002770083102493,0.8951985226223453,0.014773776546629732,8,714,4576,221,0.12955906369080022,0.8303393213572854,0.040101614951914354
India,2021-08,321,2015,64,0.13375,0.8395833333333333,0.02666666666666667,9,1022,6651,474,0.12544494906100406,0.816374125444949,0.05818092549404689
India,2021-09,400,1381,39,0.21978021978021978,0.7587912087912088,0.02142857142857143,10,775,3516,202,0.17249054084130871,0.7825506343200535,0.04495882483863788
India,2021-10,443,1438,45,0.23001038421599168,0.7466251298026999,0.02336448598130841,11,845,3591,213,0.18175951817595182,0.7724241772424177,0.04581630458163046
India,2021-11,338,870,29,0.27324171382376716,0.7033144704931286,0.023443815683104285,12,642,2340,180,0.2030360531309298,0.7400379506641366,0.056925996204933584
Indonesia,2020-12,0,1,0,0,1,0,1,136,547,38,0.18862690707350901,0.7586685159500693,0.052704576976421634
Indonesia,2021-02,0,17,0,0,1,0,3,596,2994,190,0.15767195767195769,0.792063492063492,0.05026455026455026
Indonesia,2021-03,2,19,0,0.09523809523809523,0.9047619047619048,0,4,1741,7767,771,0.16937445276777896,0.7556182508026072,0.07500729642961378
Indonesia,2021-04,1,6,0,0.14285714285714285,0.8571428571428571,0,5,1631,8060,871,0.15442151107744745,0.7631130467714448,0.08246544215110775
Indonesia,2021-05,0,7,0,0,1,0,6,948,5191,350,0.14609338881183542,0.7999691786099553,0.05393743257820928
Indonesia,2021-06,2,22,1,0.08,0.88,0.04,7,1307,7305,470,0.14391103281215592,0.8043382514864568,0.05175071570138736
Indonesia,2021-07,1,19,0,0.05,0.95,0,8,714,4576,221,0.12955906369080022,0.8303393213572854,0.040101614951914354
Indonesia,2021-08,4,22,2,0.14285714285714285,0.7857142857142857,0.07142857142857142,9,1022,6651,474,0.12544494906100406,0.816374125444949,0.05818092549404689
Indonesia,2021-09,1,10,0,0.09090909090909091,0.9090909090909091,0,10,775,3516,202,0.17249054084130871,0.7825506343200535,0.04495882483863788
Indonesia,2021-10,1,4,1,0.16666666666666666,0.6666666666666666,0.16666666666666666,11,845,3591,213,0.18175951817595182,0.7724241772424177,0.04581630458163046
Indonesia,2021-11,1,5,0,0.16666666666666666,0.8333333333333334,0,12,642,2340,180,0.2030360531309298,0.7400379506641366,0.056925996204933584
Iraq,2021-02,0,1,0,0,1,0,3,596,2994,190,0.15767195767195769,0.792063492063492,0.05026455026455026
Iraq,2021-03,0,4,0,0,1,0,4,1741,7767,771,0.16937445276777896,0.7556182508026072,0.07500729642961378
Iraq,2021-04,1,2,0,0.3333333333333333,0.6666666666666666,0,5,1631,8060,871,0.15442151107744745,0.7631130467714448,0.08246544215110775
Iraq,2021-05,0,1,0,0,1,0,6,948,5191,350,0.14609338881183542,0.7999691786099553,0.05393743257820928
Iraq,2021-06,1,0,0,1,0,0,7,1307,7305,470,0.14391103281215592,0.8043382514864568,0.05175071570138736
Iraq,2021-07,0,2,0,0,1,0,8,714,4576,221,0.12955906369080022,0.8303393213572854,0.040101614951914354
